0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.55941	-0.138498	1.56135	-0.138671	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.61267	-0.139417	2.27863	-0.19856	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89103	-0.134993	2.26825	0.0856722	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.95606	-0.133924	2.4125	0.0908789	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85889	0.414147	3.36159	0.80876	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.6891	0.403457	2.63627	0.572637	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.07974	0.595799	2.15113	-0.0603478	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.09824	0.59898	2.40766	-0.0392021	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5747	1.65926	2.56088	1.8045	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5183	1.65218	2.34297	1.73944	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.595	2.31962	1.78496	-0.0844623	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.6839	2.33554	2.33864	0.0384786	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6395	2.899	3.55832	0.954689	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.4804	2.87281	2.86052	0.825711	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0137	3.70564	2.22582	0.823433	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0878	3.72269	2.37754	0.857546	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3324	4.73103	2.12713	1.10744	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.4276	4.75525	2.48802	1.21012	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0774	5.57242	2.77975	0.549839	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.1872	5.60027	3.01117	0.607736	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6104	6.95594	1.91566	1.84873	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.668	6.97542	2.34725	2.0082	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5816	8.094	3.3845	0.52496	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5277	8.08196	3.10162	0.446426	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9472	9.87084	1.87258	2.69534	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.93	9.86896	1.97676	2.75441	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6104	10.7123	3.19172	-0.469427	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.6942	10.7407	3.29802	-0.431191	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.147	12.076	1.79784	2.53344	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.2621	12.1168	2.19681	2.68194	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3214	13.4757	3.75474	0.477823	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
