time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452600000	4.14487	18.416	4.51229	3.89767	0.508914	lidar	1.16724	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.9365	18.2461	5.06154	3.91741	0.50984	radar	6.36586	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.64421	18.095	5.24479	3.89483	0.448058	lidar	2.77733	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49598	17.9469	4.81974	3.91559	0.439642	radar	3.76312	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25108	17.7791	4.96806	3.91024	0.40383	lidar	1.1565	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.05062	17.5977	5.23097	3.92783	0.405338	radar	1.82501	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.88458	17.4775	5.10636	3.93585	0.394465	lidar	6.27345	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.72085	17.2648	5.34059	3.97306	0.421042	radar	2.01571	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.54672	17.0692	5.32895	3.99473	0.422063	lidar	0.0173537	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.39695	16.9048	4.85127	4.00822	0.405305	radar	2.09955	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.2437	16.7378	4.8196	4.02449	0.401589	lidar	0.491981	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07326	16.5381	4.76397	4.03868	0.390685	radar	4.34945	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91697	16.311	4.84316	4.06438	0.39573	lidar	2.28946	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77615	16.1333	4.70941	4.08008	0.389355	radar	0.361002	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.56542	15.9689	4.78973	4.06408	0.346265	lidar	1.7411	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.42057	15.7373	5.16763	4.09521	0.368621	radar	1.90053	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.24075	15.5107	5.24656	4.10403	0.355525	lidar	0.580824	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.08379	15.3193	5.07928	4.11017	0.33876	radar	1.07848	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.859716	15.0943	5.24126	4.09676	0.299478	lidar	1.72573	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.730982	14.9163	4.9336	4.10856	0.292152	radar	2.25014	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.647366	14.7111	4.8421	4.1462	0.321021	lidar	0.582091	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.519776	14.4686	5.17416	4.17419	0.339446	radar	1.82272	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.337915	14.2387	5.26663	4.17126	0.313993	lidar	0.577246	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.18517	13.9851	5.59166	4.1885	0.320321	radar	1.14504	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.203674	13.7343	5.36385	4.27156	0.40451	lidar	4.80256	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.0875361	13.4922	5.42404	4.29044	0.403884	radar	0.286099	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0846003	13.2503	5.4971	4.28267	0.368795	lidar	0.859765	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.197659	13.0357	5.13998	4.29145	0.352354	radar	1.33893	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.170759	12.8253	4.92549	4.36115	0.419608	lidar	3.94919	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.278573	12.5989	4.77437	4.36915	0.400966	radar	2.24046	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.399502	12.3708	4.82568	4.37069	0.377505	lidar	0.412944	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.510754	12.1625	4.79522	4.37206	0.355937	radar	3.24219	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.585445	11.9534	4.75806	4.38924	0.356039	lidar	0.388113	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.704632	11.7223	4.82267	4.38657	0.330092	radar	2.8144	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.915785	11.4721	4.99963	4.34209	0.252629	lidar	4.77562	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.998296	11.2491	4.74495	4.35291	0.245882	radar	1.73066	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.18748	11.023	4.87661	4.31519	0.183407	lidar	2.86433	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.28008	10.7743	5.20815	4.33286	0.199434	radar	1.27842	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.42095	10.51	5.31152	4.32402	0.175023	lidar	0.860713	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.52891	10.2428	5.45708	4.33316	0.176823	radar	0.756926	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.61676	10.0326	5.35294	4.34303	0.180073	lidar	2.25409	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.69914	9.80676	5.15404	4.35301	0.179124	radar	0.691213	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76332	9.59383	5.06175	4.37076	0.191376	lidar	0.858259	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.89409	9.33406	5.32305	4.36371	0.17318	radar	2.2679	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.98236	9.03067	5.4304	4.3784	0.178227	lidar	3.72117	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.0548	8.81507	5.11979	4.38631	0.173313	radar	2.0076	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.15146	8.56495	5.15638	4.38875	0.165179	lidar	0.0794185	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.29049	8.30323	5.27226	4.37246	0.133597	radar	2.55212	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31982	8.08159	5.13911	4.40291	0.164665	lidar	1.02883	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.36281	7.87979	4.98585	4.42289	0.181201	radar	5.35261	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48768	7.62421	5.09369	4.40862	0.151108	lidar	0.828781	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64093	7.38849	4.92844	4.37462	0.0914653	radar	4.85501	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75184	7.13388	5.01809	4.36743	0.075519	lidar	0.445262	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.8098	6.90298	5.14249	4.3881	0.103588	radar	1.7479	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.83305	6.7111	4.93492	4.41602	0.134764	lidar	2.02211	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.86304	6.50807	4.59091	4.43414	0.143925	radar	2.5238	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.92312	6.27747	4.61083	4.44311	0.145516	lidar	0.143854	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.05818	6.01755	4.90112	4.42049	0.109106	radar	4.58024	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16049	5.72707	5.07842	4.4142	0.0912144	lidar	2.23467	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.26691	5.48045	4.90906	4.39564	0.0511936	radar	2.19992	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.37781	5.2099	5.0596	4.38457	0.0322271	lidar	0.866455	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.44782	4.96276	5.15684	4.3962	0.0497191	radar	0.230317	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.58732	4.65912	5.42286	4.37591	0.01883	lidar	1.98613	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.69585	4.40451	5.27097	4.35801	-0.0183682	radar	1.97564	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.85011	4.11208	5.52791	4.33426	-0.0475004	lidar	1.77395	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.91935	3.87919	5.49753	4.35253	-0.00933016	radar	1.59968	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.97462	3.66808	5.26509	4.36434	0.00609963	lidar	1.05031	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.05141	3.49343	4.9177	4.35651	-0.0116713	radar	3.83067	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.1439	3.24989	4.97486	4.35469	-0.0134833	lidar	0.0629741	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.26827	2.98208	5.10766	4.33696	-0.0442973	radar	0.906417	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36945	2.69107	5.30361	4.33745	-0.0424205	lidar	1.29212	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45294	2.44497	5.28951	4.34454	-0.0252432	radar	0.208857	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56669	2.16278	5.45333	4.34152	-0.0265279	lidar	0.464925	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67249	1.93761	5.36584	4.31748	-0.0796112	radar	4.08676	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79939	1.63898	5.59805	4.31391	-0.0763671	lidar	1.00663	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.92136	1.38453	5.63404	4.30079	-0.0944794	radar	0.26401	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96912	1.18505	5.30891	4.30428	-0.0930575	lidar	5.63057	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.0563	0.998026	5.05277	4.29696	-0.0968234	radar	1.0261	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.10863	0.789493	4.89453	4.30141	-0.0914085	lidar	3.51628	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21499	0.450223	5.38142	4.31373	-0.0701922	radar	5.80034	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28752	0.219765	5.27566	4.31544	-0.0675694	lidar	1.52716	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39658	0.00215031	5.06634	4.31257	-0.0560299	radar	5.75407	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46374	-0.226061	5.01192	4.31758	-0.0490711	lidar	1.43442	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58182	-0.387073	4.93862	4.28553	-0.0990363	radar	3.10679	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.71403	-0.558521	4.81683	4.258	-0.130197	lidar	1.88086	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.82922	-0.812598	5.25894	4.24649	-0.149517	radar	5.19307	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93185	-1.11184	5.42191	4.26196	-0.115303	lidar	1.70951	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.01851	-1.3963	5.42666	4.28038	-0.0786779	radar	2.80191	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16021	-1.60059	5.34013	4.2557	-0.107553	lidar	1.24104	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.29778	-1.86148	5.72161	4.241	-0.129078	radar	2.06061	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41165	-2.12521	5.73041	4.24244	-0.118917	lidar	0.290877	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56091	-2.31601	5.39751	4.21676	-0.142198	radar	4.02091	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71341	-2.51763	5.3316	4.1917	-0.167198	lidar	0.706334	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.86829	-2.72976	5.32876	4.17048	-0.184913	radar	1.18243	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96092	-3.00808	5.40076	4.19102	-0.144594	lidar	2.06289	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.08977	-3.2263	5.22946	4.18373	-0.142489	radar	0.275129	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21305	-3.40426	5.11429	4.16481	-0.161547	lidar	1.57576	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.35983	-3.6612	5.23511	4.16434	-0.149013	radar	4.34772	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.51787	-3.77447	5.02253	4.11567	-0.208517	lidar	4.96454	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66259	-3.98512	5.15378	4.10372	-0.212438	radar	0.523553	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81832	-4.21984	5.21139	4.0984	-0.20392	lidar	0.547261	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.96963	-4.43942	5.18814	4.09103	-0.199119	radar	0.403019	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13269	-4.68434	5.26962	4.08876	-0.186996	lidar	1.17681	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27498	-4.8765	4.92325	4.08039	-0.182238	radar	1.49358	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40133	-5.08885	4.92848	4.08261	-0.167626	lidar	0.273665	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55242	-5.24072	4.76563	4.05775	-0.189498	radar	2.56999	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73672	-5.43897	4.83083	4.03868	-0.200147	lidar	2.02484	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89955	-5.63396	4.91975	4.02661	-0.202914	radar	0.328196	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05273	-5.81913	4.90823	4.01607	-0.203653	lidar	0.0335276	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19437	-5.96194	4.70607	3.99685	-0.21593	radar	4.75997	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.3631	-6.0537	4.57704	3.95146	-0.261989	lidar	3.31937	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54366	-6.23753	4.77379	3.93715	-0.263406	radar	1.41409	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68204	-6.45528	4.81162	3.95159	-0.228159	lidar	0.924666	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.90829	-6.6188	5.07594	3.91522	-0.260111	radar	6.66907	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1168	-6.79555	5.11429	3.89376	-0.270015	lidar	0.709225	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.303	-6.9547	5.09919	3.87541	-0.276525	radar	0.678932	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5391	-7.15008	5.20664	3.8564	-0.28131	lidar	3.71015	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7456	-7.28778	5.13341	3.82764	-0.29997	radar	1.71782	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9971	-7.46036	5.23055	3.80073	-0.31336	lidar	3.35564	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1833	-7.59583	5.00372	3.78275	-0.316622	radar	1.37399	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3242	-7.74949	4.91348	3.78734	-0.29248	lidar	3.1978	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5187	-7.87386	4.88669	3.765	-0.302473	radar	1.63739	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.691	-7.97501	4.79185	3.74225	-0.312972	lidar	2.71083	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8805	-8.08799	4.59577	3.7206	-0.320627	radar	0.588735	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0875	-8.17514	4.57613	3.68586	-0.343812	lidar	0.479315	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3226	-8.30292	5.05432	3.66409	-0.3485	radar	2.41791	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5294	-8.38875	4.99	3.63459	-0.363918	lidar	1.51944	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7293	-8.47562	4.66337	3.60817	-0.37524	radar	1.38331	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.012	-8.568	4.79134	3.5655	-0.403691	lidar	4.61327	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2692	-8.66572	5.02422	3.53761	-0.412069	radar	2.57884	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4909	-8.71598	4.96705	3.50072	-0.432482	lidar	1.70529	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6958	-8.76272	4.59833	3.46596	-0.45097	radar	2.92121	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9187	-8.87322	4.63466	3.45996	-0.430513	lidar	1.1264	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1853	-8.95486	5.09823	3.43773	-0.428778	radar	2.32979	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4147	-9.07493	5.09629	3.44122	-0.398283	lidar	0.805192	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6407	-9.14639	4.8893	3.4224	-0.398322	radar	0.508332	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9331	-9.1434	4.97475	3.36047	-0.449511	lidar	1.80742	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1971	-9.21365	5.01594	3.34261	-0.443995	radar	4.44554	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4655	-9.33515	5.09144	3.35012	-0.407898	lidar	5.19739	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6992	-9.37387	4.77839	3.32339	-0.418486	radar	1.43717	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9514	-9.45773	4.82827	3.31939	-0.398136	lidar	2.05939	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.198	-9.47538	4.77877	3.28687	-0.41425	radar	1.85734	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4442	-9.46537	4.79081	3.24547	-0.43929	lidar	0.58926	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6498	-9.4785	4.69276	3.22356	-0.439202	radar	4.69184	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9399	-9.45393	4.81539	3.17501	-0.47188	lidar	1.83705	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1973	-9.50906	5.02955	3.17654	-0.438659	radar	7.78705	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.464	-9.52515	5.06497	3.15764	-0.435236	lidar	0.479319	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7193	-9.51907	4.91702	3.12913	-0.44624	radar	1.65833	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9746	-9.48285	4.94539	3.09185	-0.464455	lidar	0.238466	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2119	-9.45588	4.8153	3.06146	-0.475228	radar	0.412777	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.397	-9.50775	4.66611	3.07656	-0.427344	lidar	1.74099	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6344	-9.49465	4.8823	3.06134	-0.416268	radar	1.78774	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8897	-9.47951	4.90907	3.04316	-0.413399	lidar	0.292098	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1192	-9.43991	4.95842	3.01899	-0.415601	radar	3.75653	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3781	-9.309	5.03426	2.95195	-0.471689	lidar	3.11386	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6065	-9.24018	4.82204	2.91537	-0.491946	radar	1.09644	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8669	-9.10506	4.93698	2.85409	-0.536831	lidar	1.37835	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.109	-8.9971	5.00793	2.81199	-0.554703	radar	4.91167	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2439	-9.16904	4.53664	2.90087	-0.41129	lidar	13.6805	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4847	-9.1283	4.72057	2.89141	-0.395315	radar	1.7131	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7147	-9.01902	4.76578	2.84956	-0.422053	lidar	0.829935	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9591	-8.93909	4.75839	2.82329	-0.430581	radar	2.62289	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1512	-8.87214	4.67427	2.80551	-0.424842	lidar	0.971241	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3842	-8.79078	4.64823	2.78227	-0.429606	radar	1.99014	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5666	-8.77311	4.50177	2.78977	-0.393234	lidar	1.00315	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7456	-8.6641	4.18946	2.74733	-0.4274	radar	5.13715	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9468	-8.57413	4.21793	2.72321	-0.431112	lidar	0.0617547	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1596	-8.46772	4.50926	2.70152	-0.425316	radar	2.4834	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4072	-8.34542	4.63979	2.67277	-0.436267	lidar	1.73606	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.5919	-8.24395	4.49279	2.64825	-0.442184	radar	0.725764	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8647	-7.95136	4.91874	2.54974	-0.537643	lidar	6.80519	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0499	-7.8148	4.61657	2.50969	-0.566101	radar	3.24856	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2899	-7.6139	4.84549	2.46158	-0.59235	lidar	2.27298	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4974	-7.4535	5.11314	2.44421	-0.566969	radar	1.59078	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6556	-7.32793	4.9578	2.42749	-0.551537	lidar	0.871322	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8528	-7.15	5.06331	2.39964	-0.54955	radar	0.765939	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.995	-7.10003	4.72131	2.41243	-0.499004	lidar	2.29857	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1635	-6.91954	4.68768	2.37538	-0.517004	radar	1.94378	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3408	-6.62995	4.97089	2.30544	-0.571385	lidar	3.03235	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5063	-6.45838	4.83261	2.27611	-0.580256	radar	3.46498	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
